annee;diplome;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_ETAB;cle_DISC
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;24;77;9;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_30;disc15_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;9;100;3;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_18;disc17_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;105;66;24;88;47;60;91;1500;23400;19;11.4;1840;10;20;70;1430;2210;Aix-Marseille_18;disc04_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;2;86;0;ns;ns;ns;ns;ns;;19;11.4;1840;ns;ns;ns;1430;2210;Aix-Marseille_18;disc09_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;2;86;0;ns;ns;ns;ns;ns;;19;11.4;1840;ns;ns;ns;1430;2210;Aix-Marseille_30;disc09_30
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;40;69;8;95;63;71;95;1350;21100;19;11.4;1840;22;58;45;1430;2210;Aix-Marseille_18;disc10_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;34;73;6;91;87;68;97;ns;;19;11.4;1840;6;ns;8;1430;2210;Aix-Marseille_18;disc16_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;34;73;6;85;ns;ns;ns;ns;;19;11.4;1840;ns;ns;8;1430;2210;Aix-Marseille_30;disc16_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;63;75;21;91;55;56;97;1500;23400;40;10.2;1770;1;33;50;1440;2090;Caen - Basse-Normandie_18;disc04_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;1;50;0;ns;nd;nd;nd;nd;;40;10.2;1770;nd;ns;ns;1440;2090;Caen - Basse-Normandie_18;disc10_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;11;81;3;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_18;disc11_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;107;79;35;92;90;63;98;1570;24500;40;10.2;1770;5;34;18;1440;2090;Caen - Basse-Normandie_18;disc15_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;107;79;35;95;91;78;97;1640;25500;40;10.2;1770;9;34;18;1440;2090;Caen - Basse-Normandie_30;disc15_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;48;70;16;84;69;48;87;ns;;40;10.2;1770;10;54;44;1440;2090;Caen - Basse-Normandie_18;disc16_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;5;64;3;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_18;disc02_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;5;88;2;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_18;disc10_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;116;73;70;88;92;75;98;1550;24200;29;9.6;1730;16;56;31;1390;2040;La Rochelle_18;disc12_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;116;73;70;94;91;77;97;1560;24300;29;9.6;1730;14;56;31;1390;2040;La Rochelle_30;disc12_30
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;53;73;33;85;95;80;100;1750;27300;29;9.6;1730;11;66;11;1390;2040;La Rochelle_18;disc15_18
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;53;73;33;98;96;83;98;1680;26200;29;9.6;1730;13;66;11;1390;2040;La Rochelle_30;disc15_30
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;94;57;33;96;58;74;95;1500;23400;22;9.1;1780;8;28;66;1440;2080;Dijon - Bourgogne_18;disc01_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;94;57;33;97;59;82;97;1550;24200;22;9.1;1780;13;28;66;1440;2080;Dijon - Bourgogne_30;disc01_30
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;5;90;2;ns;ns;ns;ns;nd;;22;9.1;1780;ns;ns;ns;1440;2080;Dijon - Bourgogne_18;disc02_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;51;55;18;98;58;78;96;ns;;22;9.1;1780;10;28;54;1440;2080;Dijon - Bourgogne_18;disc03_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;51;55;18;100;59;86;98;1670;26000;22;9.1;1780;17;28;54;1440;2080;Dijon - Bourgogne_30;disc03_30
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;30;56;10;ns;ns;ns;ns;ns;;22;9.1;1780;ns;ns;80;1440;2080;Dijon - Bourgogne_18;disc04_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;6;67;2;ns;ns;ns;ns;ns;;22;9.1;1780;ns;ns;ns;1440;2080;Dijon - Bourgogne_18;disc11_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;162;67;48;90;86;70;98;1580;24700;22;9.1;1780;11;56;33;1440;2080;Dijon - Bourgogne_18;disc12_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;162;67;48;95;85;75;99;1630;25400;22;9.1;1780;10;56;33;1440;2080;Dijon - Bourgogne_30;disc12_30
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;45;74;13;85;82;50;95;1580;24700;22;9.1;1780;17;65;57;1440;2080;Dijon - Bourgogne_18;disc13_18
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;45;74;13;89;88;55;100;1550;24200;22;9.1;1780;15;65;57;1440;2080;Dijon - Bourgogne_30;disc13_30
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;19;74;6;ns;ns;ns;ns;ns;;22;9.1;1780;ns;ns;ns;1440;2080;Dijon - Bourgogne_30;disc16_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;97;75;28;75;58;60;96;1510;23500;25;9.1;1780;;34;61;1400;2090;Besançon - Franche-Comté_18;disc01_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;8;73;2;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_18;disc03_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;78;75;23;72;69;60;95;1510;23600;25;9.1;1780;;37;56;1400;2090;Besançon - Franche-Comté_18;disc04_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;121;82;33;82;75;64;95;1570;24500;25;9.1;1780;5;45;29;1400;2090;Besançon - Franche-Comté_18;disc15_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;7;69;2;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_30;disc17_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;146;83;33;92;40;85;99;1520;23700;18;8.8;1730;3;13;63;1390;2050;Brest - Bretagne occidentale_30;disc04_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;11;83;2;ns;ns;ns;ns;ns;;18;8.8;1730;ns;ns;ns;1390;2050;Brest - Bretagne occidentale_30;disc07_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;122;76;29;88;83;56;98;1520;23700;18;8.8;1730;4;42;23;1390;2050;Brest - Bretagne occidentale_18;disc12_18
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;45;72;10;77;ns;52;94;ns;;18;8.8;1730;ns;45;60;1390;2050;Brest - Bretagne occidentale_18;disc13_18
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;11;63;14;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_18;disc06_18
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;11;63;14;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc06_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;19;85;20;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc11_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;27;57;38;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc12_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;11;85;14;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_18;disc13_18
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;1;75;1;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_18;disc15_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;2;55;1;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_18;disc02_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;;27;11.9;1820;nd;nd;nd;1460;2150;Toulouse 1 - Capitole_18;disc03_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;51;80;39;81;37;63;95;1500;23400;27;11.9;1820;4;20;72;1460;2150;Toulouse 1 - Capitole_18;disc04_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;51;80;39;94;35;88;94;1490;23300;27;11.9;1820;6;20;72;1460;2150;Toulouse 1 - Capitole_30;disc04_30
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;9;91;5;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_18;disc11_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;11;83;8;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_18;disc15_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;18;88;12;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_18;disc16_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;18;88;12;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_30;disc16_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;30;63;27;87;ns;ns;ns;ns;;26;11.9;1820;ns;ns;73;1460;2150;Toulouse - Jean Jaures_18;disc03_18
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;3;50;3;ns;ns;ns;ns;ns;;26;11.9;1820;ns;ns;ns;1460;2150;Toulouse - Jean Jaures_30;disc04_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;16;70;13;ns;ns;ns;ns;ns;;26;11.9;1820;ns;ns;ns;1460;2150;Toulouse - Jean Jaures_30;disc11_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;61;72;46;97;82;81;100;1600;25000;26;11.9;1820;7;14;5;1460;2150;Toulouse - Jean Jaures_18;disc12_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;126;72;25;88;41;75;96;1490;23300;25;11.9;1820;4;29;53;1460;2150;Toulouse 3 - Paul Sabatier_18;disc01_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;25;75;5;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_18;disc03_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;6;53;1;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_30;disc05_30
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;55;88;9;83;82;60;100;1410;22000;25;11.9;1820;4;46;60;1460;2150;Toulouse 3 - Paul Sabatier_18;disc13_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;25;75;4;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_18;disc16_18
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;3;64;5;ns;ns;ns;ns;ns;;26;9.6;1760;ns;ns;ns;1400;2100;Bordeaux - Montaigne_30;disc01_30
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;9;84;12;ns;ns;ns;ns;ns;;26;9.6;1760;ns;ns;ns;1400;2100;Bordeaux - Montaigne_18;disc06_18
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;62;85;83;84;52;62;85;1400;21800;26;9.6;1760;11;46;75;1400;2100;Bordeaux - Montaigne_30;disc07_30
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;44;80;60;91;42;56;79;ns;;26;9.6;1760;7;48;75;1400;2100;Bordeaux - Montaigne_18;disc10_18
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;18;96;23;ns;ns;ns;ns;ns;;26;9.6;1760;ns;ns;ns;1400;2100;Bordeaux - Montaigne_30;disc11_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;18;92;3;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_30;disc11_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;289;78;49;91;90;76;99;1580;24700;22;9.6;1760;10;41;30;1400;2100;Bordeaux_30;disc12_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;35;85;6;86;73;40;87;ns;;22;9.6;1760;6;ns;64;1400;2100;Bordeaux_18;disc13_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;53;84;9;91;92;70;98;1600;25000;22;9.6;1760;6;42;52;1400;2100;Bordeaux_30;disc14_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;147;75;25;91;93;81;100;1600;25000;22;9.6;1760;8;43;13;1400;2100;Bordeaux_30;disc15_30
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;12;86;23;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_30;disc01_30
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;8;83;15;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc04_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;3;60;8;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_30;disc06_30
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;17;75;37;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc07_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;7;86;16;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc10_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;10;71;21;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc11_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;15;77;32;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_30;disc12_30
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;265;64;75;94;93;78;98;1600;25000;17;11.9;1730;33;55;30;1350;2060;Montpellier_30;disc12_30
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;15;65;4;ns;ns;ns;ns;ns;;17;11.9;1730;ns;ns;ns;1350;2060;Montpellier_30;disc13_30
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;148;61;43;91;91;68;97;1600;25000;17;11.9;1730;21;54;13;1350;2060;Montpellier_18;disc15_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;2;82;1;ns;ns;ns;ns;ns;;17;8.8;1730;ns;ns;ns;1390;2050;Rennes 1_30;disc02_30
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;114;75;29;92;45;70;95;1410;22000;17;8.8;1730;3;27;66;1390;2050;Rennes 1_18;disc04_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;17;62;5;ns;ns;ns;ns;ns;;17;8.8;1730;ns;ns;ns;1390;2050;Rennes 1_18;disc05_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;248;79;60;93;86;67;98;1570;24400;17;8.8;1730;8;49;19;1390;2050;Rennes 1_18;disc12_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;40;85;9;80;ns;72;97;ns;;17;8.8;1730;ns;44;67;1390;2050;Rennes 1_18;disc13_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;47;82;11;94;93;60;100;1600;25000;17;8.8;1730;14;65;9;1390;2050;Rennes 1_18;disc14_18
2013;LICENCE PRO;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;38;76;44;92;51;60;89;ns;;30;8.8;1730;5;22;65;1390;2050;Rennes 2 - Haute Bretagne_30;disc05_30
2013;LICENCE PRO;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;27;88;28;ns;ns;ns;ns;ns;;30;8.8;1730;ns;ns;ns;1390;2050;Rennes 2 - Haute Bretagne_18;disc06_18
2013;LICENCE PRO;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;10;84;11;ns;ns;ns;ns;ns;;30;8.8;1730;ns;ns;ns;1390;2050;Rennes 2 - Haute Bretagne_18;disc10_18
2013;LICENCE PRO;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;2;75;2;ns;ns;ns;ns;ns;;30;8.8;1730;ns;ns;ns;1390;2050;Rennes 2 - Haute Bretagne_30;disc11_30
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;61;62;25;95;42;83;93;1450;22600;24;9.6;1820;10;44;60;1490;2160;Tours - François Rabelais_30;disc04_30
